Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
3,518750E+3	6,627937E-1	3,518750E+3	1,158836E-1	3,518750E+3	6,637247E-1	3,518750E+3	1,066291E-1	3,518750E+3	6,684419E-1	3,518750E+3	1,034381E-1	3,518750E+3	6,687129E-1	3,518750E+3	1,027078E-1
3,520312E+3	6,712414E-1	3,520312E+3	1,071496E-1	3,520312E+3	6,719644E-1	3,520312E+3	1,003851E-1	3,520312E+3	6,728119E-1	3,520312E+3	9,801667E-2	3,520312E+3	6,777166E-1	3,520312E+3	9,367354E-2
3,521875E+3	6,747631E-1	3,521875E+3	9,834182E-2	3,521875E+3	6,756221E-1	3,521875E+3	9,462436E-2	3,521875E+3	6,767568E-1	3,521875E+3	8,924302E-2	3,521875E+3	6,820415E-1	3,521875E+3	8,721967E-2
3,523437E+3	6,799506E-1	3,523437E+3	9,247126E-2	3,523437E+3	6,821869E-1	3,523437E+3	9,050809E-2	3,523437E+3	6,857004E-1	3,523437E+3	8,563546E-2	3,523437E+3	6,849113E-1	3,523437E+3	8,369566E-2
3,525000E+3	6,856405E-1	3,525000E+3	8,810132E-2	3,525000E+3	6,898589E-1	3,525000E+3	8,223675E-2	3,525000E+3	6,914888E-1	3,525000E+3	8,172382E-2	3,525000E+3	6,941090E-1	3,525000E+3	7,755996E-2
3,526562E+3	6,919210E-1	3,526562E+3	8,453039E-2	3,526562E+3	6,951678E-1	3,526562E+3	8,027091E-2	3,526562E+3	6,974098E-1	3,526562E+3	7,299438E-2	3,526562E+3	6,962079E-1	3,526562E+3	7,228805E-2
3,528125E+3	6,926259E-1	3,528125E+3	7,250793E-2	3,528125E+3	7,011072E-1	3,528125E+3	7,350169E-2	3,528125E+3	7,004785E-1	3,528125E+3	6,790173E-2	3,528125E+3	6,990008E-1	3,528125E+3	6,488736E-2
3,529687E+3	6,990546E-1	3,529687E+3	6,881828E-2	3,529687E+3	7,059910E-1	3,529687E+3	6,727638E-2	3,529687E+3	7,053998E-1	3,529687E+3	6,045971E-2	3,529687E+3	7,084923E-1	3,529687E+3	6,153290E-2
3,531250E+3	7,099955E-1	3,531250E+3	6,850237E-2	3,531250E+3	7,110132E-1	3,531250E+3	5,990538E-2	3,531250E+3	7,103259E-1	3,531250E+3	5,504843E-2	3,531250E+3	7,161516E-1	3,531250E+3	5,299281E-2
3,532812E+3	7,153272E-1	3,532812E+3	6,053472E-2	3,532812E+3	7,134586E-1	3,532812E+3	5,304127E-2	3,532812E+3	7,168718E-1	3,532812E+3	5,078885E-2	3,532812E+3	7,192101E-1	3,532812E+3	4,637256E-2
3,534375E+3	7,210309E-1	3,534375E+3	5,738145E-2	3,534375E+3	7,195955E-1	3,534375E+3	4,984100E-2	3,534375E+3	7,237446E-1	3,534375E+3	4,313316E-2	3,534375E+3	7,198248E-1	3,534375E+3	4,180996E-2
3,535937E+3	7,260510E-1	3,535937E+3	3,887218E-2	3,535937E+3	7,263872E-1	3,535937E+3	4,266337E-2	3,535937E+3	7,270308E-1	3,535937E+3	3,762020E-2	3,535937E+3	7,233537E-1	3,535937E+3	3,435864E-2
3,537500E+3	7,286910E-1	3,537500E+3	3,602957E-2	3,537500E+3	7,280971E-1	3,537500E+3	3,649583E-2	3,537500E+3	7,303288E-1	3,537500E+3	3,159201E-2	3,537500E+3	7,277759E-1	3,537500E+3	3,035157E-2
3,539062E+3	7,297416E-1	3,539062E+3	3,809003E-2	3,539062E+3	7,345078E-1	3,539062E+3	2,930656E-2	3,539062E+3	7,329687E-1	3,539062E+3	2,378727E-2	3,539062E+3	7,354747E-1	3,539062E+3	2,352632E-2
3,540625E+3	7,323629E-1	3,540625E+3	3,782863E-2	3,540625E+3	7,375012E-1	3,540625E+3	2,621661E-2	3,540625E+3	7,372540E-1	3,540625E+3	1,830769E-2	3,540625E+3	7,386424E-1	3,540625E+3	1,615744E-2
3,542187E+3	7,377739E-1	3,542187E+3	2,650573E-2	3,542187E+3	7,396077E-1	3,542187E+3	1,536509E-2	3,542187E+3	7,416175E-1	3,542187E+3	1,486287E-2	3,542187E+3	7,411099E-1	3,542187E+3	1,527697E-2
3,543750E+3	7,450131E-1	3,543750E+3	1,022139E-2	3,543750E+3	7,403122E-1	3,543750E+3	1,095649E-2	3,543750E+3	7,442589E-1	3,543750E+3	6,105583E-3	3,543750E+3	7,448521E-1	3,543750E+3	3,371483E-3
3,545312E+3	7,459344E-1	3,545312E+3	7,780753E-3	3,545312E+3	7,448865E-1	3,545312E+3	7,924352E-3	3,545312E+3	7,457696E-1	3,545312E+3	4,766715E-3	3,545312E+3	7,479842E-1	3,545312E+3	-6,233096E-4
3,546875E+3	7,503631E-1	3,546875E+3	6,478476E-3	3,546875E+3	7,483718E-1	3,546875E+3	5,806900E-4	3,546875E+3	7,509235E-1	3,546875E+3	-4,395934E-3	3,546875E+3	7,476093E-1	3,546875E+3	-4,849172E-3
3,548437E+3	7,536997E-1	3,548437E+3	-5,219523E-3	3,548437E+3	7,491615E-1	3,548437E+3	-6,254292E-3	3,548437E+3	7,550321E-1	3,548437E+3	-1,167709E-2	3,548437E+3	7,515592E-1	3,548437E+3	-1,532305E-2
3,550000E+3	7,544868E-1	3,550000E+3	-1,173212E-3	3,550000E+3	7,523397E-1	3,550000E+3	-1,203169E-2	3,550000E+3	7,560141E-1	3,550000E+3	-1,328083E-2	3,550000E+3	7,554981E-1	3,550000E+3	-2,040242E-2
3,551562E+3	7,569059E-1	3,551562E+3	-1,099186E-2	3,551562E+3	7,549384E-1	3,551562E+3	-1,932351E-2	3,551562E+3	7,547354E-1	3,551562E+3	-2,421658E-2	3,551562E+3	7,560048E-1	3,551562E+3	-2,704348E-2
3,553125E+3	7,584234E-1	3,553125E+3	-2,036748E-2	3,553125E+3	7,545791E-1	3,553125E+3	-2,290901E-2	3,553125E+3	7,548556E-1	3,553125E+3	-2,752259E-2	3,553125E+3	7,589414E-1	3,553125E+3	-3,091306E-2
3,554687E+3	7,590090E-1	3,554687E+3	-2,438223E-2	3,554687E+3	7,604475E-1	3,554687E+3	-2,922147E-2	3,554687E+3	7,588452E-1	3,554687E+3	-3,543159E-2	3,554687E+3	7,612684E-1	3,554687E+3	-3,397906E-2
3,556250E+3	7,580041E-1	3,556250E+3	-3,111396E-2	3,556250E+3	7,645218E-1	3,556250E+3	-3,647344E-2	3,556250E+3	7,655208E-1	3,556250E+3	-4,111480E-2	3,556250E+3	7,602130E-1	3,556250E+3	-4,113418E-2
3,557812E+3	7,563472E-1	3,557812E+3	-3,625380E-2	3,557812E+3	7,672812E-1	3,557812E+3	-4,107429E-2	3,557812E+3	7,654999E-1	3,557812E+3	-4,446954E-2	3,557812E+3	7,628517E-1	3,557812E+3	-4,834290E-2
3,559375E+3	7,684565E-1	3,559375E+3	-4,648129E-2	3,559375E+3	7,680116E-1	3,559375E+3	-4,313829E-2	3,559375E+3	7,681051E-1	3,559375E+3	-4,766664E-2	3,559375E+3	7,696847E-1	3,559375E+3	-5,406232E-2
3,560937E+3	7,745618E-1	3,560937E+3	-5,668043E-2	3,560937E+3	7,678408E-1	3,560937E+3	-5,195428E-2	3,560937E+3	7,705847E-1	3,560937E+3	-5,805314E-2	3,560937E+3	7,691299E-1	3,560937E+3	-6,295217E-2
3,562500E+3	7,740594E-1	3,562500E+3	-5,284154E-2	3,562500E+3	7,681337E-1	3,562500E+3	-5,918044E-2	3,562500E+3	7,694757E-1	3,562500E+3	-6,298050E-2	3,562500E+3	7,680705E-1	3,562500E+3	-6,680803E-2
3,564062E+3	7,646600E-1	3,564062E+3	-5,973001E-2	3,564062E+3	7,706595E-1	3,564062E+3	-6,389810E-2	3,564062E+3	7,731475E-1	3,564062E+3	-6,787722E-2	3,564062E+3	7,682355E-1	3,564062E+3	-7,174070E-2
3,565625E+3	7,672094E-1	3,565625E+3	-6,463359E-2	3,565625E+3	7,717972E-1	3,565625E+3	-6,819624E-2	3,565625E+3	7,719540E-1	3,565625E+3	-7,595113E-2	3,565625E+3	7,721787E-1	3,565625E+3	-7,452074E-2
3,567187E+3	7,692548E-1	3,567187E+3	-7,389025E-2	3,567187E+3	7,734993E-1	3,567187E+3	-7,604768E-2	3,567187E+3	7,734045E-1	3,567187E+3	-8,116143E-2	3,567187E+3	7,722060E-1	3,567187E+3	-8,270564E-2
3,568750E+3	7,738761E-1	3,568750E+3	-7,776437E-2	3,568750E+3	7,759325E-1	3,568750E+3	-7,943651E-2	3,568750E+3	7,749175E-1	3,568750E+3	-8,307866E-2	3,568750E+3	7,745828E-1	3,568750E+3	-8,858820E-2
3,570312E+3	7,724412E-1	3,570312E+3	-8,255687E-2	3,570312E+3	7,735119E-1	3,570312E+3	-8,708563E-2	3,570312E+3	7,749531E-1	3,570312E+3	-9,007219E-2	3,570312E+3	7,774912E-1	3,570312E+3	-8,889930E-2
3,571875E+3	7,674187E-1	3,571875E+3	-9,004353E-2	3,571875E+3	7,761015E-1	3,571875E+3	-9,191495E-2	3,571875E+3	7,775735E-1	3,571875E+3	-9,618584E-2	3,571875E+3	7,748431E-1	3,571875E+3	-9,676654E-2
3,573437E+3	7,724653E-1	3,573437E+3	-1,001580E-1	3,573437E+3	7,762162E-1	3,573437E+3	-9,425502E-2	3,573437E+3	7,781126E-1	3,573437E+3	-1,007681E-1	3,573437E+3	7,776735E-1	3,573437E+3	-1,052158E-1
3,575000E+3	7,769083E-1	3,575000E+3	-1,082224E-1	3,575000E+3	7,769553E-1	3,575000E+3	-1,044905E-1	3,575000E+3	7,769582E-1	3,575000E+3	-1,071706E-1	3,575000E+3	7,770091E-1	3,575000E+3	-1,058064E-1
3,576562E+3	7,795148E-1	3,576562E+3	-1,043679E-1	3,576562E+3	7,775291E-1	3,576562E+3	-1,048789E-1	3,576562E+3	7,777940E-1	3,576562E+3	-1,092700E-1	3,576562E+3	7,790200E-1	3,576562E+3	-1,146350E-1
3,578125E+3	7,785827E-1	3,578125E+3	-1,102171E-1	3,578125E+3	7,786887E-1	3,578125E+3	-1,076546E-1	3,578125E+3	7,782134E-1	3,578125E+3	-1,161096E-1	3,578125E+3	7,756361E-1	3,578125E+3	-1,196502E-1
3,579687E+3	7,786751E-1	3,579687E+3	-1,154252E-1	3,579687E+3	7,807071E-1	3,579687E+3	-1,138672E-1	3,579687E+3	7,785310E-1	3,579687E+3	-1,198204E-1	3,579687E+3	7,750739E-1	3,579687E+3	-1,223455E-1
3,581250E+3	7,862365E-1	3,581250E+3	-1,167526E-1	3,581250E+3	7,792742E-1	3,581250E+3	-1,189578E-1	3,581250E+3	7,807178E-1	3,581250E+3	-1,248901E-1	3,581250E+3	7,804116E-1	3,581250E+3	-1,295256E-1
3,582812E+3	7,782862E-1	3,582812E+3	-1,300946E-1	3,582812E+3	7,785136E-1	3,582812E+3	-1,285218E-1	3,582812E+3	7,768183E-1	3,582812E+3	-1,357237E-1	3,582812E+3	7,762912E-1	3,582812E+3	-1,340436E-1
3,584375E+3	7,835558E-1	3,584375E+3	-1,254530E-1	3,584375E+3	7,791318E-1	3,584375E+3	-1,321973E-1	3,584375E+3	7,788785E-1	3,584375E+3	-1,368628E-1	3,584375E+3	7,790021E-1	3,584375E+3	-1,388614E-1
3,585937E+3	7,864293E-1	3,585937E+3	-1,279419E-1	3,585937E+3	7,770342E-1	3,585937E+3	-1,402719E-1	3,585937E+3	7,802650E-1	3,585937E+3	-1,420509E-1	3,585937E+3	7,816329E-1	3,585937E+3	-1,433316E-1
3,587500E+3	7,851340E-1	3,587500E+3	-1,360802E-1	3,587500E+3	7,814819E-1	3,587500E+3	-1,432832E-1	3,587500E+3	7,803357E-1	3,587500E+3	-1,436075E-1	3,587500E+3	7,754106E-1	3,587500E+3	-1,450143E-1
3,589062E+3	7,837935E-1	3,589062E+3	-1,426125E-1	3,589062E+3	7,831630E-1	3,589062E+3	-1,448032E-1	3,589062E+3	7,800615E-1	3,589062E+3	-1,484721E-1	3,589062E+3	7,735267E-1	3,589062E+3	-1,519228E-1
3,590625E+3	7,828251E-1	3,590625E+3	-1,416213E-1	3,590625E+3	7,816437E-1	3,590625E+3	-1,513979E-1	3,590625E+3	7,803400E-1	3,590625E+3	-1,575066E-1	3,590625E+3	7,787286E-1	3,590625E+3	-1,543020E-1
3,592187E+3	7,807951E-1	3,592187E+3	-1,404551E-1	3,592187E+3	7,810600E-1	3,592187E+3	-1,544361E-1	3,592187E+3	7,797870E-1	3,592187E+3	-1,570733E-1	3,592187E+3	7,749636E-1	3,592187E+3	-1,610457E-1
3,593750E+3	7,777592E-1	3,593750E+3	-1,528380E-1	3,593750E+3	7,788760E-1	3,593750E+3	-1,605985E-1	3,593750E+3	7,793701E-1	3,593750E+3	-1,642878E-1	3,593750E+3	7,740538E-1	3,593750E+3	-1,647655E-1
3,595312E+3	7,774132E-1	3,595312E+3	-1,667031E-1	3,595312E+3	7,763643E-1	3,595312E+3	-1,636675E-1	3,595312E+3	7,771432E-1	3,595312E+3	-1,672657E-1	3,595312E+3	7,763778E-1	3,595312E+3	-1,718711E-1
3,596875E+3	7,766207E-1	3,596875E+3	-1,713949E-1	3,596875E+3	7,749521E-1	3,596875E+3	-1,685342E-1	3,596875E+3	7,756130E-1	3,596875E+3	-1,748839E-1	3,596875E+3	7,758129E-1	3,596875E+3	-1,760293E-1
3,598437E+3	7,767129E-1	3,598437E+3	-1,688809E-1	3,598437E+3	7,695517E-1	3,598437E+3	-1,805275E-1	3,598437E+3	7,749337E-1	3,598437E+3	-1,767313E-1	3,598437E+3	7,742200E-1	3,598437E+3	-1,810215E-1
3,600000E+3	7,773463E-1	3,600000E+3	-1,681011E-1	3,600000E+3	7,737803E-1	3,600000E+3	-1,793877E-1	3,600000E+3	7,748861E-1	3,600000E+3	-1,814411E-1	3,600000E+3	7,719342E-1	3,600000E+3	-1,827794E-1
3,601562E+3	7,812062E-1	3,601562E+3	-1,614406E-1	3,601562E+3	7,773834E-1	3,601562E+3	-1,750622E-1	3,601562E+3	7,741855E-1	3,601562E+3	-1,841244E-1	3,601562E+3	7,724330E-1	3,601562E+3	-1,886255E-1
3,603125E+3	7,718056E-1	3,603125E+3	-1,818153E-1	3,603125E+3	7,768692E-1	3,603125E+3	-1,833845E-1	3,603125E+3	7,742199E-1	3,603125E+3	-1,882026E-1	3,603125E+3	7,705766E-1	3,603125E+3	-1,905042E-1
3,604687E+3	7,724378E-1	3,604687E+3	-1,871186E-1	3,604687E+3	7,752763E-1	3,604687E+3	-1,892273E-1	3,604687E+3	7,733253E-1	3,604687E+3	-1,929922E-1	3,604687E+3	7,683590E-1	3,604687E+3	-1,915925E-1
3,606250E+3	7,778878E-1	3,606250E+3	-1,886157E-1	3,606250E+3	7,736819E-1	3,606250E+3	-1,921568E-1	3,606250E+3	7,745522E-1	3,606250E+3	-1,961726E-1	3,606250E+3	7,692057E-1	3,606250E+3	-1,984834E-1
3,607812E+3	7,775404E-1	3,607812E+3	-1,892184E-1	3,607812E+3	7,729213E-1	3,607812E+3	-1,976275E-1	3,607812E+3	7,717827E-1	3,607812E+3	-2,029161E-1	3,607812E+3	7,711794E-1	3,607812E+3	-1,982740E-1
3,609375E+3	7,742209E-1	3,609375E+3	-1,940478E-1	3,609375E+3	7,759466E-1	3,609375E+3	-2,020264E-1	3,609375E+3	7,739474E-1	3,609375E+3	-2,039723E-1	3,609375E+3	7,694620E-1	3,609375E+3	-2,070120E-1
3,610937E+3	7,713810E-1	3,610937E+3	-2,064186E-1	3,610937E+3	7,737646E-1	3,610937E+3	-2,041989E-1	3,610937E+3	7,696363E-1	3,610937E+3	-2,087570E-1	3,610937E+3	7,717642E-1	3,610937E+3	-2,092847E-1
3,612500E+3	7,696739E-1	3,612500E+3	-2,099788E-1	3,612500E+3	7,694445E-1	3,612500E+3	-2,096459E-1	3,612500E+3	7,677566E-1	3,612500E+3	-2,131154E-1	3,612500E+3	7,691439E-1	3,612500E+3	-2,141857E-1
3,614062E+3	7,714206E-1	3,614062E+3	-2,087509E-1	3,614062E+3	7,695192E-1	3,614062E+3	-2,114836E-1	3,614062E+3	7,689442E-1	3,614062E+3	-2,174122E-1	3,614062E+3	7,657243E-1	3,614062E+3	-2,159064E-1
3,615625E+3	7,738655E-1	3,615625E+3	-2,126272E-1	3,615625E+3	7,696387E-1	3,615625E+3	-2,152191E-1	3,615625E+3	7,691764E-1	3,615625E+3	-2,205055E-1	3,615625E+3	7,655861E-1	3,615625E+3	-2,240921E-1
3,617187E+3	7,691684E-1	3,617187E+3	-2,209098E-1	3,617187E+3	7,691794E-1	3,617187E+3	-2,207786E-1	3,617187E+3	7,672684E-1	3,617187E+3	-2,257595E-1	3,617187E+3	7,652459E-1	3,617187E+3	-2,261391E-1
3,618750E+3	7,629251E-1	3,618750E+3	-2,245172E-1	3,618750E+3	7,627552E-1	3,618750E+3	-2,256328E-1	3,618750E+3	7,679099E-1	3,618750E+3	-2,296417E-1	3,618750E+3	7,627716E-1	3,618750E+3	-2,327739E-1
3,620312E+3	7,663624E-1	3,620312E+3	-2,290647E-1	3,620312E+3	7,660946E-1	3,620312E+3	-2,324853E-1	3,620312E+3	7,662053E-1	3,620312E+3	-2,357597E-1	3,620312E+3	7,638105E-1	3,620312E+3	-2,338135E-1
3,621875E+3	7,641231E-1	3,621875E+3	-2,305637E-1	3,621875E+3	7,660337E-1	3,621875E+3	-2,362734E-1	3,621875E+3	7,640115E-1	3,621875E+3	-2,380265E-1	3,621875E+3	7,589659E-1	3,621875E+3	-2,404646E-1
3,623437E+3	7,639056E-1	3,623437E+3	-2,335960E-1	3,623437E+3	7,647814E-1	3,623437E+3	-2,407074E-1	3,623437E+3	7,637367E-1	3,623437E+3	-2,433955E-1	3,623437E+3	7,612298E-1	3,623437E+3	-2,454520E-1
3,625000E+3	7,629115E-1	3,625000E+3	-2,356784E-1	3,625000E+3	7,614626E-1	3,625000E+3	-2,429283E-1	3,625000E+3	7,601509E-1	3,625000E+3	-2,466261E-1	3,625000E+3	7,636611E-1	3,625000E+3	-2,472777E-1
3,626562E+3	7,637517E-1	3,626562E+3	-2,354784E-1	3,626562E+3	7,604330E-1	3,626562E+3	-2,455988E-1	3,626562E+3	7,566118E-1	3,626562E+3	-2,489411E-1	3,626562E+3	7,611069E-1	3,626562E+3	-2,486991E-1
3,628125E+3	7,647675E-1	3,628125E+3	-2,452320E-1	3,628125E+3	7,621198E-1	3,628125E+3	-2,477061E-1	3,628125E+3	7,568547E-1	3,628125E+3	-2,538777E-1	3,628125E+3	7,566503E-1	3,628125E+3	-2,531246E-1
3,629687E+3	7,648483E-1	3,629687E+3	-2,476829E-1	3,629687E+3	7,612944E-1	3,629687E+3	-2,539760E-1	3,629687E+3	7,598532E-1	3,629687E+3	-2,558521E-1	3,629687E+3	7,527038E-1	3,629687E+3	-2,595457E-1
3,631250E+3	7,624022E-1	3,631250E+3	-2,516997E-1	3,631250E+3	7,586023E-1	3,631250E+3	-2,592575E-1	3,631250E+3	7,580351E-1	3,631250E+3	-2,625653E-1	3,631250E+3	7,538291E-1	3,631250E+3	-2,621395E-1
3,632812E+3	7,601430E-1	3,632812E+3	-2,544140E-1	3,632812E+3	7,581522E-1	3,632812E+3	-2,625696E-1	3,632812E+3	7,563560E-1	3,632812E+3	-2,676196E-1	3,632812E+3	7,536566E-1	3,632812E+3	-2,673816E-1
3,634375E+3	7,534309E-1	3,634375E+3	-2,609252E-1	3,634375E+3	7,543060E-1	3,634375E+3	-2,688011E-1	3,634375E+3	7,525799E-1	3,634375E+3	-2,711912E-1	3,634375E+3	7,497750E-1	3,634375E+3	-2,698493E-1
3,635937E+3	7,505831E-1	3,635937E+3	-2,687650E-1	3,635937E+3	7,534179E-1	3,635937E+3	-2,731980E-1	3,635937E+3	7,508920E-1	3,635937E+3	-2,755488E-1	3,635937E+3	7,461950E-1	3,635937E+3	-2,767425E-1
3,637500E+3	7,525207E-1	3,637500E+3	-2,706743E-1	3,637500E+3	7,556728E-1	3,637500E+3	-2,741075E-1	3,637500E+3	7,499836E-1	3,637500E+3	-2,770531E-1	3,637500E+3	7,475701E-1	3,637500E+3	-2,771140E-1
3,639062E+3	7,475545E-1	3,639062E+3	-2,769321E-1	3,639062E+3	7,498440E-1	3,639062E+3	-2,771129E-1	3,639062E+3	7,475805E-1	3,639062E+3	-2,822300E-1	3,639062E+3	7,455801E-1	3,639062E+3	-2,823994E-1
3,640625E+3	7,517980E-1	3,640625E+3	-2,802111E-1	3,640625E+3	7,464554E-1	3,640625E+3	-2,831759E-1	3,640625E+3	7,460652E-1	3,640625E+3	-2,855064E-1	3,640625E+3	7,455831E-1	3,640625E+3	-2,870181E-1
3,642187E+3	7,522658E-1	3,642187E+3	-2,830548E-1	3,642187E+3	7,451125E-1	3,642187E+3	-2,865875E-1	3,642187E+3	7,436455E-1	3,642187E+3	-2,889445E-1	3,642187E+3	7,473202E-1	3,642187E+3	-2,895228E-1
3,643750E+3	7,440056E-1	3,643750E+3	-2,852334E-1	3,643750E+3	7,457166E-1	3,643750E+3	-2,911165E-1	3,643750E+3	7,445840E-1	3,643750E+3	-2,935157E-1	3,643750E+3	7,414601E-1	3,643750E+3	-2,972105E-1
3,645312E+3	7,456449E-1	3,645312E+3	-2,951506E-1	3,645312E+3	7,437906E-1	3,645312E+3	-2,955643E-1	3,645312E+3	7,433197E-1	3,645312E+3	-2,988637E-1	3,645312E+3	7,403422E-1	3,645312E+3	-2,983856E-1
3,646875E+3	7,459200E-1	3,646875E+3	-2,938978E-1	3,646875E+3	7,385491E-1	3,646875E+3	-3,006094E-1	3,646875E+3	7,383409E-1	3,646875E+3	-3,021197E-1	3,646875E+3	7,361234E-1	3,646875E+3	-3,010695E-1
3,648437E+3	7,393630E-1	3,648437E+3	-2,978421E-1	3,648437E+3	7,420710E-1	3,648437E+3	-3,040849E-1	3,648437E+3	7,364048E-1	3,648437E+3	-3,063437E-1	3,648437E+3	7,375553E-1	3,648437E+3	-3,052467E-1
3,650000E+3	7,322591E-1	3,650000E+3	-3,023046E-1	3,650000E+3	7,404405E-1	3,650000E+3	-3,108774E-1	3,650000E+3	7,357764E-1	3,650000E+3	-3,107682E-1	3,650000E+3	7,368775E-1	3,650000E+3	-3,134238E-1
3,651562E+3	7,326435E-1	3,651562E+3	-3,093703E-1	3,651562E+3	7,410971E-1	3,651562E+3	-3,129302E-1	3,651562E+3	7,350940E-1	3,651562E+3	-3,155757E-1	3,651562E+3	7,346369E-1	3,651562E+3	-3,180353E-1
3,653125E+3	7,324851E-1	3,653125E+3	-3,089612E-1	3,653125E+3	7,353346E-1	3,653125E+3	-3,180925E-1	3,653125E+3	7,288634E-1	3,653125E+3	-3,205449E-1	3,653125E+3	7,337213E-1	3,653125E+3	-3,206833E-1
3,654687E+3	7,321879E-1	3,654687E+3	-3,144376E-1	3,654687E+3	7,316141E-1	3,654687E+3	-3,189760E-1	3,654687E+3	7,303205E-1	3,654687E+3	-3,214104E-1	3,654687E+3	7,300885E-1	3,654687E+3	-3,256513E-1
3,656250E+3	7,288972E-1	3,656250E+3	-3,325545E-1	3,656250E+3	7,300525E-1	3,656250E+3	-3,264082E-1	3,656250E+3	7,289090E-1	3,656250E+3	-3,340932E-1	3,656250E+3	7,242796E-1	3,656250E+3	-3,309927E-1
3,657812E+3	7,271523E-1	3,657812E+3	-3,316158E-1	3,657812E+3	7,253854E-1	3,657812E+3	-3,320328E-1	3,657812E+3	7,240228E-1	3,657812E+3	-3,341740E-1	3,657812E+3	7,227818E-1	3,657812E+3	-3,349502E-1
3,659375E+3	7,253773E-1	3,659375E+3	-3,313973E-1	3,659375E+3	7,224886E-1	3,659375E+3	-3,397590E-1	3,659375E+3	7,222716E-1	3,659375E+3	-3,375048E-1	3,659375E+3	7,198959E-1	3,659375E+3	-3,430571E-1
3,660937E+3	7,272166E-1	3,660937E+3	-3,248194E-1	3,660937E+3	7,220384E-1	3,660937E+3	-3,339100E-1	3,660937E+3	7,190093E-1	3,660937E+3	-3,395624E-1	3,660937E+3	7,178581E-1	3,660937E+3	-3,437088E-1
3,662500E+3	7,208822E-1	3,662500E+3	-3,318812E-1	3,662500E+3	7,203597E-1	3,662500E+3	-3,398708E-1	3,662500E+3	7,165569E-1	3,662500E+3	-3,452317E-1	3,662500E+3	7,149081E-1	3,662500E+3	-3,465200E-1
3,664062E+3	7,238727E-1	3,664062E+3	-3,460937E-1	3,664062E+3	7,191232E-1	3,664062E+3	-3,482515E-1	3,664062E+3	7,163918E-1	3,664062E+3	-3,507821E-1	3,664062E+3	7,127370E-1	3,664062E+3	-3,501637E-1
3,665625E+3	7,202032E-1	3,665625E+3	-3,537726E-1	3,665625E+3	7,147162E-1	3,665625E+3	-3,512254E-1	3,665625E+3	7,126446E-1	3,665625E+3	-3,585132E-1	3,665625E+3	7,113260E-1	3,665625E+3	-3,570530E-1
3,667187E+3	7,129547E-1	3,667187E+3	-3,581630E-1	3,667187E+3	7,128857E-1	3,667187E+3	-3,569530E-1	3,667187E+3	7,069695E-1	3,667187E+3	-3,622235E-1	3,667187E+3	7,100996E-1	3,667187E+3	-3,647915E-1
3,668750E+3	7,127379E-1	3,668750E+3	-3,617045E-1	3,668750E+3	7,072577E-1	3,668750E+3	-3,636757E-1	3,668750E+3	7,048053E-1	3,668750E+3	-3,655922E-1	3,668750E+3	7,014795E-1	3,668750E+3	-3,698371E-1
3,670312E+3	7,099213E-1	3,670312E+3	-3,668480E-1	3,670312E+3	7,025675E-1	3,670312E+3	-3,658812E-1	3,670312E+3	7,010422E-1	3,670312E+3	-3,673283E-1	3,670312E+3	7,011403E-1	3,670312E+3	-3,697170E-1
3,671875E+3	7,053690E-1	3,671875E+3	-3,751889E-1	3,671875E+3	6,986174E-1	3,671875E+3	-3,706232E-1	3,671875E+3	6,958058E-1	3,671875E+3	-3,747972E-1	3,671875E+3	6,973344E-1	3,671875E+3	-3,735371E-1
3,673437E+3	6,964937E-1	3,673437E+3	-3,792105E-1	3,673437E+3	6,966532E-1	3,673437E+3	-3,751264E-1	3,673437E+3	6,937963E-1	3,673437E+3	-3,795888E-1	3,673437E+3	6,886116E-1	3,673437E+3	-3,796178E-1
3,675000E+3	7,032714E-1	3,675000E+3	-3,851077E-1	3,675000E+3	6,921896E-1	3,675000E+3	-3,831787E-1	3,675000E+3	6,880274E-1	3,675000E+3	-3,859771E-1	3,675000E+3	6,896800E-1	3,675000E+3	-3,829407E-1
3,676562E+3	6,982010E-1	3,676562E+3	-3,861158E-1	3,676562E+3	6,921276E-1	3,676562E+3	-3,882753E-1	3,676562E+3	6,859222E-1	3,676562E+3	-3,880007E-1	3,676562E+3	6,862505E-1	3,676562E+3	-3,884080E-1
3,678125E+3	6,914203E-1	3,678125E+3	-3,903140E-1	3,678125E+3	6,846037E-1	3,678125E+3	-3,942849E-1	3,678125E+3	6,795837E-1	3,678125E+3	-3,901478E-1	3,678125E+3	6,807071E-1	3,678125E+3	-3,905499E-1
3,679687E+3	6,875842E-1	3,679687E+3	-3,930050E-1	3,679687E+3	6,831304E-1	3,679687E+3	-3,947275E-1	3,679687E+3	6,787049E-1	3,679687E+3	-3,972926E-1	3,679687E+3	6,738553E-1	3,679687E+3	-3,996584E-1
